id,title_en,title_zh,source_type,institution,date,topics,jurisdiction,language,url,doi_or_isbn,citation,summary,significance_note
wto-ds387,WTO dispute DS387 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds387_e.htm,,"WTO, 'DS387: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds394,WTO dispute DS394 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds394_e.htm,,"WTO, 'DS394: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds395,WTO dispute DS395 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds395_e.htm,,"WTO, 'DS395: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds397,WTO dispute DS397 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds397_e.htm,,"WTO, 'DS397: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds399,WTO dispute DS399 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds399_e.htm,,"WTO, 'DS399: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds405,WTO dispute DS405 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds405_e.htm,,"WTO, 'DS405: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds413,WTO dispute DS413 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds413_e.htm,,"WTO, 'DS413: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds414,WTO dispute DS414 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds414_e.htm,,"WTO, 'DS414: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds419,WTO dispute DS419 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds419_e.htm,,"WTO, 'DS419: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds422,WTO dispute DS422 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds422_e.htm,,"WTO, 'DS422: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds425,WTO dispute DS425 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds425_e.htm,,"WTO, 'DS425: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds427,WTO dispute DS427 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds427_e.htm,,"WTO, 'DS427: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds431,WTO dispute DS431 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds431_e.htm,,"WTO, 'DS431: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds432,WTO dispute DS432 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds432_e.htm,,"WTO, 'DS432: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds437,WTO dispute DS437 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds437_e.htm,,"WTO, 'DS437: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds440,WTO dispute DS440 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds440_e.htm,,"WTO, 'DS440: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds449,WTO dispute DS449 case page,,International law document,World Trade Organization,2010-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds449_e.htm,,"WTO, 'DS449: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds450,WTO dispute DS450 case page,,International law document,World Trade Organization,2016-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds450_e.htm,,"WTO, 'DS450: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds452,WTO dispute DS452 case page,,International law document,World Trade Organization,2016-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds452_e.htm,,"WTO, 'DS452: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds460,WTO dispute DS460 case page,,International law document,World Trade Organization,2016-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds460_e.htm,,"WTO, 'DS460: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds471,WTO dispute DS471 case page,,International law document,World Trade Organization,2016-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds471_e.htm,,"WTO, 'DS471: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds489,WTO dispute DS489 case page,,International law document,World Trade Organization,2016-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds489_e.htm,,"WTO, 'DS489: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds508,WTO dispute DS508 case page,,International law document,World Trade Organization,2016-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds508_e.htm,,"WTO, 'DS508: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds509,WTO dispute DS509 case page,,International law document,World Trade Organization,2016-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds509_e.htm,,"WTO, 'DS509: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds511,WTO dispute DS511 case page,,International law document,World Trade Organization,2016-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds511_e.htm,,"WTO, 'DS511: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds515,WTO dispute DS515 case page,,International law document,World Trade Organization,2016-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds515_e.htm,,"WTO, 'DS515: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds516,WTO dispute DS516 case page,,International law document,World Trade Organization,2016-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds516_e.htm,,"WTO, 'DS516: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds517,WTO dispute DS517 case page,,International law document,World Trade Organization,2016-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds517_e.htm,,"WTO, 'DS517: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds519,WTO dispute DS519 case page,,International law document,World Trade Organization,2016-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds519_e.htm,,"WTO, 'DS519: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds543,WTO dispute DS543 case page,,International law document,World Trade Organization,2016-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds543_e.htm,,"WTO, 'DS543: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds544,WTO dispute DS544 case page,,International law document,World Trade Organization,2016-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds544_e.htm,,"WTO, 'DS544: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds562,WTO dispute DS562 case page,,International law document,World Trade Organization,2022-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds562_e.htm,,"WTO, 'DS562: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds565,WTO dispute DS565 case page,,International law document,World Trade Organization,2022-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds565_e.htm,,"WTO, 'DS565: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds587,WTO dispute DS587 case page,,International law document,World Trade Organization,2022-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds587_e.htm,,"WTO, 'DS587: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds598,WTO dispute DS598 case page,,International law document,World Trade Organization,2022-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds598_e.htm,,"WTO, 'DS598: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds610,WTO dispute DS610 case page,,International law document,World Trade Organization,2022-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds610_e.htm,,"WTO, 'DS610: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds611,WTO dispute DS611 case page,,International law document,World Trade Organization,2022-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds611_e.htm,,"WTO, 'DS611: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds615,WTO dispute DS615 case page,,International law document,World Trade Organization,2022-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds615_e.htm,,"WTO, 'DS615: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds623,WTO dispute DS623 case page,,International law document,World Trade Organization,2022-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds623_e.htm,,"WTO, 'DS623: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
wto-ds625,WTO dispute DS625 case page,,International law document,World Trade Organization,2022-01-01,global-economic-system;dispute-settlement,International,English,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds625_e.htm,,"WTO, 'DS625: dispute settlement case page'.",WTO dispute settlement page for a China-related trade dispute or comparator dispute in China's trade-law practice.,Useful for mapping China's use of rules-based economic dispute settlement over time.
imf-china-article-iv-2005,IMF China Article IV Consultation materials (2005),,International law document,International Monetary Fund,2005-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2005).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2006,IMF China Article IV Consultation materials (2006),,International law document,International Monetary Fund,2006-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2006).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2007,IMF China Article IV Consultation materials (2007),,International law document,International Monetary Fund,2007-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2007).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2008,IMF China Article IV Consultation materials (2008),,International law document,International Monetary Fund,2008-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2008).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2009,IMF China Article IV Consultation materials (2009),,International law document,International Monetary Fund,2009-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2009).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2010,IMF China Article IV Consultation materials (2010),,International law document,International Monetary Fund,2010-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2010).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2011,IMF China Article IV Consultation materials (2011),,International law document,International Monetary Fund,2011-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2011).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2012,IMF China Article IV Consultation materials (2012),,International law document,International Monetary Fund,2012-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2012).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2013,IMF China Article IV Consultation materials (2013),,International law document,International Monetary Fund,2013-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2013).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2014,IMF China Article IV Consultation materials (2014),,International law document,International Monetary Fund,2014-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2014).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2015,IMF China Article IV Consultation materials (2015),,International law document,International Monetary Fund,2015-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2015).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2016,IMF China Article IV Consultation materials (2016),,International law document,International Monetary Fund,2016-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2016).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2017,IMF China Article IV Consultation materials (2017),,International law document,International Monetary Fund,2017-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2017).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2018,IMF China Article IV Consultation materials (2018),,International law document,International Monetary Fund,2018-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2018).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2019,IMF China Article IV Consultation materials (2019),,International law document,International Monetary Fund,2019-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2019).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2020,IMF China Article IV Consultation materials (2020),,International law document,International Monetary Fund,2020-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2020).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2021,IMF China Article IV Consultation materials (2021),,International law document,International Monetary Fund,2021-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2021).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2022,IMF China Article IV Consultation materials (2022),,International law document,International Monetary Fund,2022-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2022).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2023,IMF China Article IV Consultation materials (2023),,International law document,International Monetary Fund,2023-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2023).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
imf-china-article-iv-2024,IMF China Article IV Consultation materials (2024),,International law document,International Monetary Fund,2024-12-31,global-economic-system,International,English,https://www.imf.org/en/countries/chn,,"International Monetary Fund, 'People's Republic of China: Article IV Consultation materials' (2024).",IMF surveillance materials on China's macroeconomic policy and integration into the global financial system.,Useful for tracing how international financial institutions assess China's role in economic governance.
tt-merics-2023-decoupling,MERICS China Global Competition Tracker materials,,Think tank report,MERICS,2023-01-01,global-economic-system;sanctions-anti-sanctions,Foreign,English,https://merics.org/en,,"MERICS, 'MERICS China Global Competition Tracker materials' (2023).","Think tank reporting on China, economic security, and global competition.","Think tank reporting on China, economic security, and global competition."
tt-csis-bri-reconnecting,CSIS Reconnecting Asia project materials,,Think tank report,Center for Strategic and International Studies,2023-01-01,belt-and-road;global-economic-system,Foreign,English,https://reconasia.csis.org/,,"Center for Strategic and International Studies, 'CSIS Reconnecting Asia project materials' (2023).",Infrastructure and connectivity data useful for BRI legal and policy research.,Infrastructure and connectivity data useful for BRI legal and policy research.
tt-chatham-china-order,Chatham House research on China and the international order,,Think tank report,Chatham House,2023-01-01,theory-order;use-of-force,Foreign,English,https://www.chathamhouse.org/topics/china,,"Chatham House, 'Chatham House research on China and the international order' (2023).",Policy analysis on China's role in the international system.,Policy analysis on China's role in the international system.
tt-brookings-china-global-governance,Brookings research on China and global governance,,Think tank report,Brookings Institution,2022-01-01,theory-order;global-economic-system,Foreign,English,https://www.brookings.edu/topic/china/,,"Brookings Institution, 'Brookings research on China and global governance' (2022).",Research materials on China's governance preferences and institutions.,Research materials on China's governance preferences and institutions.
tt-cfr-china-bri,Council on Foreign Relations materials on Belt and Road,,Think tank report,Council on Foreign Relations,2021-01-01,belt-and-road;theory-order,Foreign,English,https://www.cfr.org/china-belt-and-road-initiative,,"Council on Foreign Relations, 'Council on Foreign Relations materials on Belt and Road' (2021).",Explainers and analysis on BRI's international implications.,Explainers and analysis on BRI's international implications.
tt-carnegie-china-law-order,Carnegie research on China and international order,,Think tank report,Carnegie Endowment for International Peace,2022-01-01,theory-order;sovereignty-non-interference,Foreign,English,https://carnegieendowment.org/research/china,,"Carnegie Endowment for International Peace, 'Carnegie research on China and international order' (2022).","Research on China, order, and great-power politics.","Research on China, order, and great-power politics."
tt-rhodium-china-economic-statecraft,Rhodium Group research on China economic statecraft,,Think tank report,Rhodium Group,2023-01-01,global-economic-system;sanctions-anti-sanctions,Foreign,English,https://rhg.com/research_topic/china/,,"Rhodium Group, 'Rhodium Group research on China economic statecraft' (2023).",Data-rich research on China's economy and external economic policies.,Data-rich research on China's economy and external economic policies.
tt-odi-china-development,ODI research on China and development cooperation,,Think tank report,Overseas Development Institute,2022-01-01,belt-and-road;global-economic-system,Foreign,English,https://odi.org/en/topics/china-and-international-development/,,"Overseas Development Institute, 'ODI research on China and development cooperation' (2022).",Development policy analysis relevant to BRI and aid governance.,Development policy analysis relevant to BRI and aid governance.
tt-cari-china-africa-loans,Chinese Loans to Africa Database,,Think tank report,Boston University Global Development Policy Center,2023-01-01,belt-and-road;global-economic-system,Foreign,English,https://www.bu.edu/gdp/chinese-loans-to-africa-database/,,"Boston University Global Development Policy Center, 'Chinese Loans to Africa Database' (2023).",Empirical dataset for Chinese development finance and infrastructure lending.,Empirical dataset for Chinese development finance and infrastructure lending.
tt-asil-china-international-law,ASIL materials on China and international law,,Think tank report,American Society of International Law,2020-01-01,theory-order;dispute-settlement,Foreign,English,https://www.asil.org/,,"American Society of International Law, 'ASIL materials on China and international law' (2020).",Scholarly-practitioner materials on China-related international law developments.,Scholarly-practitioner materials on China-related international law developments.
tt-oxford-china-centre,Oxford China Centre materials on law and governance,,Think tank report,University of Oxford China Centre,2022-01-01,theory-order;sovereignty-non-interference,China,English,https://www.chinacentre.ox.ac.uk/,,"University of Oxford China Centre, 'Oxford China Centre materials on law and governance' (2022).",Academic policy resources on Chinese governance and international relations.,Academic policy resources on Chinese governance and international relations.
tt-iiss-china-security,IISS research on China and security,,Think tank report,International Institute for Strategic Studies,2023-01-01,use-of-force;theory-order,Foreign,English,https://www.iiss.org/research/china/,,"International Institute for Strategic Studies, 'IISS research on China and security' (2023).","Security analysis relevant to force, strategic stability, and regional order.","Security analysis relevant to force, strategic stability, and regional order."
tt-sipri-china-security,SIPRI research on China and security,,Think tank report,Stockholm International Peace Research Institute,2023-01-01,use-of-force;theory-order,Foreign,English,https://www.sipri.org/research/armament-and-disarmament/china,,"Stockholm International Peace Research Institute, 'SIPRI research on China and security' (2023).","Research on arms control, security, and China's military policy.","Research on arms control, security, and China's military policy."
tt-unidir-china-arms-control,UNIDIR materials on China and arms control,,Think tank report,UNIDIR,2022-01-01,use-of-force;theory-order,Foreign,English,https://unidir.org/,,"UNIDIR, 'UNIDIR materials on China and arms control' (2022).",Research relevant to China's positions on disarmament and security law.,Research relevant to China's positions on disarmament and security law.
tt-cass-international-law,CASS Institute of International Law research portal,,Think tank report,Chinese Academy of Social Sciences,2023-01-01,theory-order;dispute-settlement,Foreign,English,http://iolaw.cssn.cn/,,"Chinese Academy of Social Sciences, 'CASS Institute of International Law research portal' (2023).",Chinese-language research portal for international law scholarship.,Chinese-language research portal for international law scholarship.
tt-ciis-global-governance,CIIS research on global governance,,Think tank report,China Institute of International Studies,2023-01-01,theory-order;global-economic-system,China,English,https://www.ciis.org.cn/english/,,"China Institute of International Studies, 'CIIS research on global governance' (2023).",Chinese think tank analysis on global governance and diplomacy.,Chinese think tank analysis on global governance and diplomacy.
tt-ccg-globalization,CCG research on globalization and China,,Think tank report,Center for China and Globalization,2023-01-01,global-economic-system;theory-order,China,English,https://en.ccg.org.cn/,,"Center for China and Globalization, 'CCG research on globalization and China' (2023).","Chinese think tank materials on globalization, trade, and governance.","Chinese think tank materials on globalization, trade, and governance."
tt-shanghai-institutes,SIIS research on international order,,Think tank report,Shanghai Institutes for International Studies,2023-01-01,theory-order;belt-and-road,China,English,https://www.siis.org.cn/,,"Shanghai Institutes for International Studies, 'SIIS research on international order' (2023).",Chinese think tank analysis on international order and cooperation.,Chinese think tank analysis on international order and cooperation.
